open_time,open,high,low,close
2026-02-04 18:43:00,4938.2,4942.2,4938.2,4942.2
2026-02-04 18:44:00,4942.19,4942.19,4938.75,4938.98
2026-02-04 18:45:00,4938.97,4938.97,4934.56,4935.9
2026-02-04 18:46:00,4935.89,4939.04,4930.21,4933.44
2026-02-04 18:47:00,4933.44,4936.06,4933.44,4934.94
2026-02-04 18:48:00,4934.55,4936.21,4931.41,4936.21
2026-02-04 18:49:00,4936.23,4938.92,4935.22,4935.61
2026-02-04 18:50:00,4935.61,4937.49,4932.61,4934.01
2026-02-04 18:51:00,4933.81,4933.81,4929.51,4931.2
2026-02-04 18:52:00,4930.81,4932.6,4930.28,4932.42
2026-02-04 18:53:00,4932.42,4932.42,4931.11,4931.55
2026-02-04 18:54:00,4931.55,4937.52,4931.54,4934.73
2026-02-04 18:55:00,4934.73,4944.06,4934.73,4943.72
2026-02-04 18:56:00,4943.73,4947.17,4943.73,4946
2026-02-04 18:57:00,4945.99,4948,4944.99,4947.6
2026-02-04 18:58:00,4947.6,4949.25,4947.6,4948.91
2026-02-04 18:59:00,4948.28,4948.28,4943.99,4945.3
2026-02-04 19:00:00,4945.05,4945.93,4943.15,4945.05
2026-02-04 19:01:00,4945.07,4948.95,4944.16,4948.51
2026-02-04 19:02:00,4948.35,4949.48,4945.15,4947.08
2026-02-04 19:03:00,4947.46,4951.4,4946.55,4947.36
2026-02-04 19:04:00,4947.23,4948.79,4935.53,4935.53
2026-02-04 19:05:00,4935.52,4942.41,4934.94,4942.27
2026-02-04 19:06:00,4942.5,4950.2,4942.06,4949.76
2026-02-04 19:07:00,4949.6,4950.75,4946.32,4946.83
2026-02-04 19:08:00,4946.66,4958.33,4946.65,4958.33
2026-02-04 19:09:00,4958.4,4958.4,4954.86,4955.47
2026-02-04 19:10:00,4955.47,4958.7,4955.47,4958.6
2026-02-04 19:11:00,4958.6,4959.09,4956.01,4956.6
2026-02-04 19:12:00,4956.59,4963.02,4956.59,4962.29
2026-02-04 19:13:00,4962.3,4963.14,4961.11,4961.55
2026-02-04 19:14:00,4961.58,4964.4,4961.11,4964.4
2026-02-04 19:15:00,4964.4,4968.05,4964.17,4964.6
2026-02-04 19:16:00,4964.71,4964.75,4960.06,4962.01
2026-02-04 19:17:00,4961.4,4962.77,4960,4960.8
2026-02-04 19:18:00,4960.79,4962.35,4958.41,4959.76
2026-02-04 19:19:00,4959.92,4962.35,4954.51,4955.19
2026-02-04 19:20:00,4955.29,4956.6,4953.01,4953.01
2026-02-04 19:21:00,4953.01,4953.25,4946.75,4946.75
2026-02-04 19:22:00,4946.58,4947.42,4938.35,4939.35
2026-02-04 19:23:00,4939.34,4950.65,4938.74,4950.01
2026-02-04 19:24:00,4950,4950,4946.9,4949.16
2026-02-04 19:25:00,4949.11,4951.95,4948.97,4950.45
2026-02-04 19:26:00,4950.59,4952.4,4949.26,4952.4
2026-02-04 19:27:00,4952.44,4955.96,4951.2,4955.96
2026-02-04 19:28:00,4955.99,4957.2,4954.64,4955.1
2026-02-04 19:29:00,4954.96,4954.96,4951.2,4951.2
2026-02-04 19:30:00,4951.06,4954.64,4950.79,4953.08
2026-02-04 19:31:00,4953.07,4953.07,4948.21,4948.88
2026-02-04 19:32:00,4948.76,4949.1,4948.13,4948.79
2026-02-04 19:33:00,4948.79,4952.14,4948.79,4950.26
2026-02-04 19:34:00,4950.26,4951.04,4947.8,4949.93
2026-02-04 19:35:00,4949.93,4953.6,4949.92,4953.59
2026-02-04 19:36:00,4953.59,4956.05,4953.55,4955.24
2026-02-04 19:37:00,4955.49,4956.9,4954.3,4956.29
2026-02-04 19:38:00,4955.86,4959.36,4955.85,4958.66
2026-02-04 19:39:00,4958.67,4958.99,4955.86,4956.86
2026-02-04 19:40:00,4956.76,4959.58,4953.91,4959.58
2026-02-04 19:41:00,4959.57,4963.29,4958.01,4959.86
2026-02-04 19:42:00,4959.86,4963.29,4958.76,4958.76
2026-02-04 19:43:00,4958.7,4959.91,4958.1,4959.91
2026-02-04 19:44:00,4960.19,4961.1,4960.19,4961.1
2026-02-04 19:45:00,4961.14,4963.9,4960.97,4963.9
2026-02-04 19:46:00,4963.9,4968.2,4963.9,4968.16
2026-02-04 19:47:00,4968.3,4970.39,4968.01,4970.26
2026-02-04 19:48:00,4970.39,4970.39,4953.07,4956.17
2026-02-04 19:49:00,4956.34,4958.4,4954.21,4957.18
2026-02-04 19:50:00,4956.8,4963.59,4956.8,4963.59
2026-02-04 19:51:00,4963.6,4963.6,4959.31,4962.24
2026-02-04 19:52:00,4962.25,4972.46,4962.25,4971.86
